Return_ID,Order_ID,SKU_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
RET203879,ORD1060016,SKU00206,06-04-2025,Damaged,117.13,Approved
RET203880,ORD1050847,SKU00609,03-04-2025,Changed Mind,189.89,Approved
RET203881,ORD1052709,SKU00849,29-01-2025,Quality Issue,115.24,Approved
RET203882,ORD1071920,SKU00305,23-02-2025,Quality Issue,213.13,Approved
RET203883,ORD1060776,SKU00565,14-01-2025,Quality Issue,386.8,Approved
RET203884,ORD1009065,SKU00755,24-06-2025,Changed Mind,247.27,Approved
RET203885,ORD1055700,SKU00396,31-03-2025,Late Delivery,482.95,Approved
RET203886,ORD1038955,SKU01055,29-06-2025,Late Delivery,201,Approved
RET203887,ORD1079195,SKU00165,10-04-2025,Quality Issue,71.81,Rejected
RET203888,ORD1001656,SKU00053,21-02-2025,Quality Issue,204.27,Approved
RET203889,ORD1036618,SKU00726,14-01-2025,Missing Item,152.19,Approved
RET203890,ORD1050284,SKU00735,27-02-2025,Changed Mind,365.99,Approved
RET203891,ORD1069811,SKU00429,03-02-2025,Quality Issue,107.26,Approved
RET203892,ORD1078455,SKU00150,11-02-2025,Quality Issue,187.37,Approved
RET203893,ORD1053752,SKU00660,20-05-2025,Late Delivery,314.87,Rejected
RET203894,ORD1068696,SKU00901,05-05-2025,Late Delivery,195.45,Approved
RET203895,ORD1016356,SKU00689,18-03-2025,Late Delivery,169.29,Approved
RET203896,ORD1071153,SKU00789,27-02-2025,Damaged,230.22,Approved
RET203897,ORD1014198,SKU00569,13-01-2025,Wrong Item,594.96,Approved
RET203898,ORD1037391,SKU00612,01-03-2025,Missing Item,250.96,Approved
RET203899,ORD1044431,SKU00043,25-02-2025,Late Delivery,19.81,Approved
RET203900,ORD1055311,SKU00417,27-02-2025,Wrong Item,487.59,Approved
RET203901,ORD1043273,SKU01069,21-06-2025,Wrong Item,385.88,Approved
RET203902,ORD1064179,SKU01199,01-06-2025,Changed Mind,74.86,Approved
RET203903,ORD1077282,SKU00381,02-05-2025,Wrong Item,133.8,Approved
RET203904,ORD1017893,SKU00323,22-06-2025,Damaged,385.09,Approved
RET203905,ORD1075406,SKU01064,25-05-2025,Damaged,532.72,Approved
RET203906,ORD1056842,SKU00441,26-05-2025,Quality Issue,47.31,Approved
RET203907,ORD1075491,SKU01136,21-02-2025,Missing Item,1370.27,Rejected
RET203908,ORD1017525,SKU00367,24-03-2025,Wrong Item,83.52,Approved
RET203909,ORD1040549,SKU00102,26-02-2025,Damaged,32.22,Approved
RET203910,ORD1000604,SKU01126,19-02-2025,Quality Issue,350.24,Approved
RET203911,ORD1037265,SKU00243,20-04-2025,Quality Issue,544.11,Rejected
RET203912,ORD1023581,SKU00721,29-01-2025,Quality Issue,183.24,Approved
RET203913,ORD1018124,SKU00782,20-05-2025,Quality Issue,126.21,Approved
RET203914,ORD1036924,SKU00508,03-05-2025,Damaged,862.41,Approved
RET203915,ORD1075386,SKU00768,10-01-2025,Changed Mind,223.82,Approved
RET203916,ORD1062587,SKU00384,20-01-2025,Quality Issue,314.35,Approved
RET203917,ORD1011081,SKU01158,20-05-2025,Quality Issue,142.22,Approved
RET203918,ORD1035845,SKU00487,07-04-2025,Damaged,438.47,Approved
RET203919,ORD1007145,SKU00837,11-06-2025,Quality Issue,499.57,Approved
RET203920,ORD1026577,SKU01144,25-01-2025,Wrong Item,485.41,Approved
RET203921,ORD1049227,SKU00879,12-01-2025,Late Delivery,141.59,Approved
RET203922,ORD1008819,SKU00515,26-05-2025,Quality Issue,360.21,Approved
RET203923,ORD1056007,SKU00383,18-03-2025,Changed Mind,135.44,Approved
RET203924,ORD1059164,SKU00024,22-05-2025,Late Delivery,413.22,Approved
RET203925,ORD1050171,SKU00431,18-04-2025,Missing Item,649.1,Approved
RET203926,ORD1068462,SKU00262,02-07-2025,Damaged,145.71,Rejected
RET203927,ORD1072180,SKU00134,06-04-2025,Changed Mind,861.84,Approved
RET203928,ORD1074747,SKU00860,02-07-2025,Quality Issue,528.17,Approved
RET203929,ORD1071767,SKU00500,04-04-2025,Quality Issue,538.64,Rejected
RET203930,ORD1045130,SKU00603,12-06-2025,Quality Issue,342.91,Approved
RET203931,ORD1004035,SKU00256,28-01-2025,Quality Issue,30.16,Approved
RET203932,ORD1065157,SKU00668,29-03-2025,Quality Issue,587.18,Approved
RET203933,ORD1052212,SKU00554,25-06-2025,Late Delivery,333.96,Approved
RET203934,ORD1011205,SKU00676,09-01-2025,Quality Issue,111.36,Approved
RET203935,ORD1031564,SKU01124,20-03-2025,Changed Mind,728.75,Approved
RET203936,ORD1075699,SKU00944,28-06-2025,Late Delivery,266.21,Rejected
RET203937,ORD1016983,SKU00964,14-02-2025,Wrong Item,420.28,Approved
RET203938,ORD1026599,SKU00201,16-03-2025,Quality Issue,637.6,Approved
RET203939,ORD1071674,SKU00196,01-02-2025,Wrong Item,706.53,Approved
RET203940,ORD1067934,SKU00504,08-04-2025,Quality Issue,255.86,Approved
RET203941,ORD1073267,SKU00361,06-06-2025,Late Delivery,242.71,Approved
RET203942,ORD1062193,SKU00937,18-05-2025,Late Delivery,224.15,Approved
RET203943,ORD1023416,SKU01142,14-06-2025,Wrong Item,507.48,Approved
RET203944,ORD1013370,SKU01135,07-03-2025,Changed Mind,648.47,Approved
RET203945,ORD1053737,SKU00403,07-10-2025,Changed Mind,569.27,Approved
RET203946,ORD1026609,SKU00348,16-04-2025,Quality Issue,489.63,Approved
RET203947,ORD1030543,SKU01108,20-04-2025,Late Delivery,299,Approved
RET203948,ORD1028580,SKU00249,20-04-2025,Changed Mind,498.75,Approved
RET203949,ORD1035451,SKU00120,30-03-2025,Late Delivery,138.63,Rejected
RET203950,ORD1012984,SKU00989,29-04-2025,Wrong Item,569,Approved
RET203951,ORD1002011,SKU00802,28-04-2025,Quality Issue,181.45,Approved
RET203952,ORD1055870,SKU00964,15-06-2025,Changed Mind,136.02,Approved
RET203953,ORD1015732,SKU00807,18-04-2025,Late Delivery,48.03,Approved
RET203954,ORD1002726,SKU00042,08-05-2025,Damaged,411.03,Approved
RET203955,ORD1012644,SKU00572,22-02-2025,Damaged,178.59,Approved
RET203956,ORD1033083,SKU01085,08-07-2025,Wrong Item,381.97,Approved
RET203957,ORD1019297,SKU00880,26-06-2025,Late Delivery,85.79,Approved
RET203958,ORD1060591,SKU00446,27-02-2025,Quality Issue,368.45,Approved
RET203959,ORD1056510,SKU00238,05-03-2025,Late Delivery,51.66,Approved
RET203960,ORD1047089,SKU01007,13-02-2025,Quality Issue,339.43,Approved
RET203961,ORD1052607,SKU01136,01-04-2025,Missing Item,1218.41,Approved
RET203962,ORD1053947,SKU00818,06-07-2025,Damaged,112.05,Approved
RET203963,ORD1047129,SKU00729,16-05-2025,Quality Issue,725.87,Approved
RET203964,ORD1002240,SKU00443,27-05-2025,Damaged,292.73,Approved
RET203965,ORD1041509,SKU01102,06-03-2025,Late Delivery,270.86,Approved
RET203966,ORD1039385,SKU00718,14-04-2025,Wrong Item,123.16,Rejected
RET203967,ORD1001558,SKU00837,16-02-2025,Late Delivery,130.54,Rejected
RET203968,ORD1058741,SKU00325,01-02-2025,Wrong Item,405.51,Approved
RET203969,ORD1025291,SKU00727,23-05-2025,Missing Item,145.01,Approved
RET203970,ORD1007809,SKU00693,08-01-2025,Late Delivery,348.11,Approved
RET203971,ORD1023462,SKU00285,01-03-2025,Quality Issue,47.99,Approved
RET203972,ORD1061118,SKU00308,03-07-2025,Quality Issue,645.2,Approved
RET203973,ORD1048169,SKU00150,23-04-2025,Missing Item,81.87,Approved
RET203974,ORD1006686,SKU01181,10-01-2025,Changed Mind,330.59,Approved
RET203975,ORD1014415,SKU00831,11-05-2025,Quality Issue,162.33,Approved
RET203976,ORD1045248,SKU00184,27-02-2025,Changed Mind,445.52,Approved
RET203977,ORD1059706,SKU00274,11-06-2025,Damaged,282.34,Approved
RET203978,ORD1039913,SKU00116,03-07-2025,Quality Issue,60.73,Approved
RET203979,ORD1034860,SKU01015,19-03-2025,Changed Mind,52.13,Approved
RET203980,ORD1009703,SKU00676,19-03-2025,Missing Item,357.44,Approved
RET203981,ORD1039538,SKU00046,19-03-2025,Changed Mind,257.1,Approved
RET203982,ORD1002200,SKU00446,13-02-2025,Missing Item,256.79,Approved
RET203983,ORD1074660,SKU00287,04-02-2025,Wrong Item,365.1,Approved
RET203984,ORD1023514,SKU00155,16-01-2025,Changed Mind,333.5,Approved
RET203985,ORD1074404,SKU00437,13-05-2025,Quality Issue,822.39,Approved
RET203986,ORD1036444,SKU00592,20-01-2025,Missing Item,405.35,Approved
RET203987,ORD1006118,SKU00307,22-01-2025,Damaged,267.98,Approved
RET203988,ORD1045669,SKU00302,09-05-2025,Late Delivery,139.99,Approved
RET203989,ORD1051503,SKU00236,16-02-2025,Quality Issue,52.32,Approved
RET203990,ORD1013939,SKU00968,25-06-2025,Damaged,38.87,Approved
RET203991,ORD1020818,SKU01124,03-07-2025,Wrong Item,174.1,Approved
RET203992,ORD1007230,SKU00179,17-03-2025,Quality Issue,286.5,Approved
RET203993,ORD1008676,SKU00855,02-06-2025,Quality Issue,689.96,Approved
RET203994,ORD1033326,SKU01098,22-03-2025,Missing Item,174.62,Approved
RET203995,ORD1033782,SKU01133,06-05-2025,Late Delivery,98.81,Rejected
RET203996,ORD1057298,SKU00907,22-01-2025,Changed Mind,358.47,Approved
RET203997,ORD1023258,SKU00542,08-06-2025,Quality Issue,261.05,Approved
RET203998,ORD1004220,SKU00372,06-06-2025,Late Delivery,111.87,Approved
RET203999,ORD1056384,SKU00422,15-01-2025,Late Delivery,42.11,Approved
RET204000,ORD1065608,SKU00205,08-02-2025,Damaged,121.3,Rejected
RET204001,ORD1077618,SKU01050,01-03-2025,Changed Mind,293.63,Approved
RET204002,ORD1012709,SKU00574,27-01-2025,Quality Issue,110.41,Rejected
RET204003,ORD1071869,SKU00760,25-01-2025,Late Delivery,127.25,Approved
RET204004,ORD1053326,SKU00486,12-06-2025,Damaged,99.98,Approved
RET204005,ORD1045870,SKU-68049,02-03-2025,Changed Mind,49.77,Approved
RET204006,ORD1079478,SKU00953,31-03-2025,Changed Mind,329.92,Approved
RET204007,ORD1003478,SKU-21752,15-04-2025,Quality Issue,553.26,Approved
RET204008,ORD1055424,SKU00079,14-01-2025,Quality Issue,68.6,Approved
RET204009,ORD1019333,SKU00546,30-04-2025,Damaged,485.27,Approved
RET204010,ORD1037634,SKU00015,31-05-2025,Damaged,232.34,Approved
RET204011,ORD1041446,SKU00412,07-03-2025,Quality Issue,181.6,Approved
RET204012,ORD1052545,SKU01155,03-03-2025,Late Delivery,507.87,Approved
RET204013,ORD1040333,SKU00664,05-06-2025,Changed Mind,440.56,Approved
RET204014,ORD1070249,SKU00894,17-03-2025,Damaged,305.33,Approved
RET204015,ORD1014542,SKU00939,06-02-2025,Late Delivery,148.26,Approved
RET204016,ORD1050078,SKU00842,22-04-2025,Late Delivery,343.21,Approved
RET204017,ORD1078150,SKU01109,11-04-2025,Late Delivery,47.7,Approved
RET204018,ORD1022753,SKU00318,29-03-2025,Quality Issue,247.36,Approved
RET204019,ORD1078126,SKU00348,05-05-2025,Unknown,1125.5,Approved
RET204020,ORD1022964,SKU01173,28-01-2025,Late Delivery,1201.88,Approved
RET204021,ORD1077042,SKU00584,05-06-2025,Wrong Item,246.24,Approved
RET204022,ORD1021118,SKU00330,03-04-2025,Late Delivery,769.25,Approved
RET204023,ORD1066948,SKU00007,21-05-2025,Wrong Item,266.24,Approved
RET204024,ORD1056867,SKU00598,01-02-2025,Quality Issue,70.57,Approved
RET204025,ORD1055579,SKU01073,19-01-2025,Wrong Item,400.2,Approved
RET204026,ORD1003049,SKU00383,08-02-2025,Changed Mind,174.59,Rejected
RET204027,ORD1063040,SKU00521,14-03-2025,Damaged,59.77,Approved
RET204028,ORD1030267,SKU00601,31-03-2025,Quality Issue,381.05,Approved
RET204029,ORD1044783,SKU00960,01-04-2025,Changed Mind,166.63,Rejected
RET204030,ORD1044133,SKU00684,15-05-2025,Late Delivery,327.07,Approved
RET204031,ORD1073478,SKU00011,02-05-2025,Damaged,268.41,Approved
RET204032,ORD1015395,SKU00471,17-06-2025,Changed Mind,474.99,Approved
RET204033,ORD1039460,SKU00898,27-06-2025,Late Delivery,903.87,Approved
RET204034,ORD1043960,SKU00979,17-06-2025,Wrong Item,147.41,Approved
RET204035,ORD1075265,SKU01093,26-02-2025,Quality Issue,35.25,Approved
RET204036,ORD1013097,SKU00698,17-03-2025,Quality Issue,99.89,Approved
RET204037,ORD1009067,SKU-55319,15-02-2025,Damaged,285.75,Approved
RET204038,ORD1068850,SKU00781,20-01-2025,Damaged,280.68,Approved
RET204039,ORD1067213,SKU00183,26-02-2025,Quality Issue,61.68,Approved
RET204040,ORD1003136,SKU00228,21-01-2025,Changed Mind,101.61,Rejected
RET204041,ORD1046004,SKU00607,16-05-2025,Damaged,373.5,Approved
RET204042,ORD1003685,SKU00518,18-02-2025,Late Delivery,93.49,Approved
RET204043,ORD1049016,SKU00887,08-03-2025,Late Delivery,209.86,Approved
RET204044,ORD1065984,SKU00974,30-06-2025,Quality Issue,477.93,Approved
RET204045,ORD1069430,SKU00377,12-02-2025,Late Delivery,607.59,Approved
RET204046,ORD1035946,SKU00391,20-01-2025,Changed Mind,384.31,Approved
RET204047,ORD1079756,SKU00608,25-02-2025,Changed Mind,117.04,Approved
RET204048,ORD1028403,SKU00086,14-03-2025,Quality Issue,65.83,Approved
RET204049,ORD1066734,SKU01062,20-03-2025,Late Delivery,178.99,Approved
RET204050,ORD1042381,SKU01095,23-05-2025,Quality Issue,113.76,Approved
RET204051,ORD1077424,SKU00354,31-05-2025,Missing Item,182.96,Approved
RET204052,ORD1015329,SKU00738,27-05-2025,Missing Item,308.19,Approved
RET204053,ORD1062042,SKU01022,21-05-2025,Changed Mind,447.14,Approved
RET204054,ORD1062371,SKU00892,04-06-2025,Wrong Item,636.03,Approved
RET204055,ORD1000113,SKU00961,26-01-2025,Damaged,192.42,Approved
RET204056,ORD1027322,SKU01135,04-03-2025,Missing Item,281.46,Approved
RET204057,ORD1006307,SKU00029,07-04-2025,Wrong Item,371.09,Approved
RET204058,ORD1015806,SKU00915,12-05-2025,Damaged,124.22,Approved
RET204059,ORD1012739,SKU00635,17-04-2025,Changed Mind,335.35,Approved
RET204060,ORD1026750,SKU00376,13-02-2025,Damaged,90.3,Approved
RET204061,ORD1025823,SKU00788,28-05-2025,Changed Mind,565.51,Approved
RET204062,ORD1076021,SKU00975,09-03-2025,Unknown,216.1,Approved
RET204063,ORD1046285,SKU00637,12-02-2025,Late Delivery,185.9,Approved
RET204064,ORD1022145,SKU00845,25-06-2025,Damaged,431.67,Approved
RET204065,ORD1046020,SKU00573,09-05-2025,Changed Mind,138.05,Approved
RET204066,ORD1056711,SKU00828,30-04-2025,Missing Item,616.72,Approved
RET204067,ORD1031994,SKU00186,10-04-2025,Unknown,370.14,Approved
RET204068,ORD1030325,SKU00773,15-03-2025,Late Delivery,225.57,Approved
RET204069,ORD1073138,SKU00471,07-02-2025,Quality Issue,485.88,Approved
RET204070,ORD1051664,SKU00445,04-02-2025,Wrong Item,106.09,Approved
RET204071,ORD1026549,SKU00333,07-06-2025,Changed Mind,54.38,Approved
RET204072,ORD1024549,SKU00934,10-01-2025,Wrong Item,221.66,Approved
RET204073,ORD1073263,SKU00591,30-05-2025,Changed Mind,173.88,Approved
RET204074,ORD1042166,SKU00904,16-01-2025,Missing Item,62.64,Approved
RET204075,ORD1046307,SKU01123,27-03-2025,Late Delivery,100.5,Approved
RET204076,ORD1047785,SKU01162,26-01-2025,Missing Item,657.74,Approved
RET204077,ORD1027370,SKU01107,10-06-2025,Changed Mind,198.59,Approved
RET204078,ORD1058977,SKU00266,02-02-2025,Quality Issue,268.73,Approved
RET204079,ORD1056518,SKU00884,26-05-2025,Damaged,36.89,Rejected
RET204080,ORD1025869,SKU00677,18-05-2025,Late Delivery,111.53,Approved
RET204081,ORD1055238,SKU00556,22-06-2025,Quality Issue,54.43,Approved
RET204082,ORD1034210,SKU01121,21-01-2025,Wrong Item,710.21,Approved
RET204083,ORD1061417,SKU01145,14-05-2025,Damaged,719.29,Approved
RET204084,ORD1052574,SKU00479,14-04-2025,Damaged,73.31,Approved
RET204085,ORD1001842,SKU00742,02-06-2025,Damaged,1106.46,Approved
RET204086,ORD1077749,SKU00267,18-05-2025,Wrong Item,592.1,Approved
RET204087,ORD1003728,SKU00710,15-04-2025,Late Delivery,70.7,Approved
RET204088,ORD1049507,SKU00919,08-06-2025,Late Delivery,362.31,Approved
RET204089,ORD1074975,SKU00603,13-05-2025,Damaged,282.52,Approved
RET204090,ORD1061161,SKU00923,03-04-2025,Wrong Item,493.47,Approved
RET204091,ORD1054737,SKU01146,01-03-2025,Changed Mind,35.51,Approved
RET204092,ORD1051968,SKU00709,15-04-2025,Wrong Item,569.42,Approved
RET204093,ORD1070717,SKU01161,08-02-2025,Missing Item,550.73,Approved
RET204094,ORD1062663,SKU00352,05-01-2025,Damaged,361.22,Approved
RET204095,ORD1011517,SKU00238,16-01-2025,Quality Issue,94.1,Approved
RET204096,ORD1078116,SKU00479,17-06-2025,Quality Issue,225.97,Approved
RET204097,ORD1068223,SKU01197,13-01-2025,Wrong Item,406.95,Approved
RET204098,ORD1029141,SKU00758,20-05-2025,Quality Issue,212.87,Approved
RET204099,ORD1073690,SKU00733,18-03-2025,Changed Mind,106.26,Approved
RET204100,ORD1062897,SKU00012,26-06-2025,Damaged,271.78,Approved
RET204101,ORD1079785,SKU00391,12-03-2025,Quality Issue,892.77,Approved
RET204102,ORD1066225,SKU00195,23-06-2025,Changed Mind,536.38,Approved
RET204103,ORD1077920,SKU01031,14-01-2025,Missing Item,288.22,Approved
RET204104,ORD1062752,SKU00191,29-01-2025,Quality Issue,101.25,Approved
RET204105,ORD1034260,SKU00240,26-01-2025,Wrong Item,237.78,Approved
RET204106,ORD1079700,SKU00942,19-03-2025,Damaged,128.24,Rejected
RET204107,ORD1019719,SKU00519,03-03-2025,Missing Item,228.33,Approved
RET204108,ORD1058248,SKU00562,19-05-2025,Late Delivery,533.51,Approved
RET204109,ORD1052220,SKU00917,11-04-2025,Damaged,284.09,Approved
RET204110,ORD1005495,SKU00175,20-03-2025,Damaged,443.46,Approved
RET204111,ORD1051610,SKU01052,25-06-2025,Unknown,479.08,Approved
RET204112,ORD1021385,SKU00781,14-02-2025,Missing Item,1286.1,Approved
RET204113,ORD1003353,SKU00827,28-06-2025,Late Delivery,367.18,Approved
RET204114,ORD1000822,SKU00781,30-01-2025,Quality Issue,246.24,Approved
RET204115,ORD1014262,SKU01130,29-01-2025,Quality Issue,131.57,Approved
RET204116,ORD1059424,SKU00764,01-05-2025,Changed Mind,1451.35,Approved
RET204117,ORD1003559,SKU00720,14-06-2025,Quality Issue,79.91,Approved
RET204118,ORD1013954,SKU00155,07-02-2025,Wrong Item,63.75,Approved
RET204119,ORD1037657,SKU00964,30-06-2025,Changed Mind,363.43,Approved
RET204120,ORD1007321,SKU00046,19-01-2025,Late Delivery,245.06,Approved
RET204121,ORD1053233,SKU00759,14-01-2025,Damaged,231.61,Approved
RET204122,ORD1059235,SKU00120,15-03-2025,Quality Issue,399.23,Approved
RET204123,ORD1066576,SKU00502,12-01-2025,Quality Issue,207.52,Approved
RET204124,ORD1076349,SKU00463,16-05-2025,Changed Mind,2618.34,Approved
RET204125,ORD1075579,SKU01135,03-06-2025,Wrong Item,247.85,Approved
RET204126,ORD1030359,SKU00774,12-05-2025,Damaged,122.71,Approved
RET204127,ORD1016016,SKU00836,25-04-2025,Wrong Item,390.18,Approved
RET204128,ORD1046727,SKU01176,10-01-2025,Quality Issue,508.33,Rejected
RET204129,ORD1023874,SKU00159,03-04-2025,Quality Issue,54.94,Approved
RET204130,ORD1021929,SKU01074,27-01-2025,Late Delivery,133.58,Approved
RET204131,ORD1018482,SKU00200,13-04-2025,Quality Issue,187.96,Approved
RET204132,ORD1031154,SKU00600,12-01-2025,Late Delivery,442.11,Approved
RET204133,ORD1013442,SKU01172,18-05-2025,Quality Issue,156.52,Approved
RET204134,ORD1077152,SKU00331,01-07-2025,Changed Mind,272.11,Approved
RET204135,ORD1053045,SKU01027,06-06-2025,Changed Mind,162.68,Approved
RET204136,ORD1006184,SKU00868,08-02-2025,Damaged,949.59,Approved
RET204137,ORD1011507,SKU00607,06-01-2025,Late Delivery,335.02,Approved
RET204138,ORD1039292,SKU00723,17-05-2025,Damaged,523.99,Approved
RET204139,ORD1069884,SKU01177,03-07-2025,Quality Issue,283.79,Approved
RET204140,ORD1031538,SKU00460,19-06-2025,Changed Mind,577,Approved
RET204141,ORD1066030,SKU00858,07-02-2025,Quality Issue,403.24,Approved
RET204142,ORD1012888,SKU00728,21-06-2025,Changed Mind,223.98,Approved
RET204143,ORD1034403,SKU00591,21-05-2025,Wrong Item,462.05,Approved
RET204144,ORD1079856,SKU00245,14-01-2025,Quality Issue,279.91,Approved
RET204145,ORD1028451,SKU00145,07-05-2025,Late Delivery,490.36,Rejected
RET204146,ORD1033031,SKU01067,22-05-2025,Quality Issue,195.43,Approved
RET204147,ORD1001267,SKU00536,02-04-2025,Damaged,729.46,Approved
RET204148,ORD1018327,SKU00873,23-01-2025,Late Delivery,102.89,Approved
RET204149,ORD1015043,SKU00010,24-03-2025,Damaged,540.38,Approved
RET204150,ORD1065575,SKU00662,21-06-2025,Damaged,193.33,Approved
RET204151,ORD1053473,SKU00771,11-05-2025,Late Delivery,738.13,Approved
RET204152,ORD1026769,SKU00955,31-05-2025,Missing Item,439.96,Approved
RET204153,ORD1005251,SKU01014,23-01-2025,Quality Issue,363.7,Approved
RET204154,ORD1067950,SKU00114,15-06-2025,Quality Issue,256.69,Approved
RET204155,ORD1051901,SKU01141,02-03-2025,Missing Item,173.58,Approved
RET204156,ORD1004235,SKU00863,27-06-2025,Quality Issue,203.73,Approved
RET204157,ORD1023681,SKU00856,28-01-2025,Damaged,841.12,Approved
RET204158,ORD1039024,SKU00456,01-05-2025,Damaged,394.55,Approved
RET204159,ORD1032079,SKU01047,13-03-2025,Changed Mind,61.32,Approved
RET204160,ORD1078029,SKU00080,31-01-2025,Wrong Item,295.48,Approved
RET204161,ORD1013410,SKU00793,11-05-2025,Changed Mind,1093.56,Approved
RET204162,ORD1005469,SKU00414,09-05-2025,Wrong Item,312.61,Approved
RET204163,ORD1067445,SKU01166,10-07-2025,Quality Issue,262.02,Rejected
RET204164,ORD1049534,SKU00973,07-01-2025,Late Delivery,138.33,Approved
RET204165,ORD1019278,SKU00822,24-05-2025,Quality Issue,108.38,Approved
RET204166,ORD1062294,SKU00191,17-04-2025,Wrong Item,88.9,Approved
RET204167,ORD1078390,SKU00702,31-03-2025,Changed Mind,187.44,Approved
RET204168,ORD1064599,SKU00100,30-06-2025,Missing Item,346.56,Approved
RET204169,ORD1043893,SKU01192,31-03-2025,Wrong Item,561.35,Approved
RET204170,ORD1018755,SKU00875,05-01-2025,Late Delivery,417.88,Approved
RET204171,ORD1076707,SKU01152,31-03-2025,Quality Issue,255.78,Approved
RET204172,ORD1016070,SKU00775,25-06-2025,Changed Mind,627.55,Approved
RET204173,ORD1072553,SKU01097,03-02-2025,Missing Item,92.62,Approved
RET204174,ORD1024988,SKU00258,23-03-2025,Missing Item,133.07,Approved
RET204175,ORD1001055,SKU00007,03-02-2025,Quality Issue,178.23,Approved
RET204176,ORD1069729,SKU00671,12-02-2025,Quality Issue,107.45,Approved
RET204177,ORD1055015,SKU00262,30-05-2025,Quality Issue,60.81,Approved
RET204178,ORD1053184,SKU00779,26-04-2025,Quality Issue,106.74,Approved
RET204179,ORD1058302,SKU00353,08-04-2025,Wrong Item,347.93,Approved
RET204180,ORD1021207,SKU00957,26-03-2025,Changed Mind,171.41,Approved
RET204181,ORD1018453,SKU00845,31-05-2025,Quality Issue,344.73,Approved
RET204182,ORD1052157,SKU00295,10-07-2025,Wrong Item,452.38,Approved
RET204183,ORD1029535,SKU00274,17-01-2025,Damaged,321.04,Approved
RET204184,ORD1079463,SKU01077,26-05-2025,Quality Issue,305.62,Approved
RET204185,ORD1000701,SKU00598,15-03-2025,Late Delivery,90.66,Rejected
RET204186,ORD1034050,SKU00047,03-06-2025,Changed Mind,690.32,Approved
RET204187,ORD1023930,SKU00566,20-04-2025,Damaged,60.01,Approved
RET204188,ORD1067279,SKU-02674,12-04-2025,Damaged,305.3,Rejected
RET204189,ORD1006257,SKU00148,03-11-2025,Changed Mind,326.56,Approved
RET204190,ORD1023624,SKU00158,26-02-2025,Quality Issue,77.46,Approved
RET204191,ORD1020531,SKU00220,21-05-2025,Wrong Item,456.87,Approved
RET204192,ORD1036938,SKU01036,16-06-2025,Damaged,170.88,Rejected
RET204193,ORD1010341,SKU00366,26-04-2025,Damaged,96.68,Approved
RET204194,ORD1055553,SKU01140,22-04-2025,Damaged,101.06,Approved
RET204195,ORD1056787,SKU01057,15-05-2025,Wrong Item,244.84,Approved
RET204196,ORD1028015,SKU01165,07-07-2025,Changed Mind,115.05,Approved
RET204197,ORD1020856,SKU00701,26-01-2025,Quality Issue,201.75,Approved
RET204198,ORD1055996,SKU00724,15-05-2025,Missing Item,246.49,Approved
RET204199,ORD1007354,SKU00299,03-06-2025,Changed Mind,296.46,Rejected
RET204200,ORD1059107,SKU00327,06-04-2025,Late Delivery,444.27,Approved
RET204201,ORD1077883,SKU00090,14-04-2025,Unknown,1889.63,Approved
RET204202,ORD1023228,SKU00810,31-05-2025,Quality Issue,329.63,Approved
RET204203,ORD1035689,SKU00418,11-05-2025,Changed Mind,965.76,Approved
RET204204,ORD1029242,SKU00241,25-05-2025,Wrong Item,303.58,Approved
RET204205,ORD1044135,SKU00473,03-02-2025,Damaged,117.68,Approved
RET204206,ORD1010723,SKU00226,02-04-2025,Missing Item,54.03,Approved
RET204207,ORD1016819,SKU00457,07-03-2025,Wrong Item,553.27,Approved
RET204208,ORD1047529,SKU00245,09-03-2025,Missing Item,441.57,Approved
RET204209,ORD1074544,SKU00546,05-06-2025,Quality Issue,369.29,Approved
RET204210,ORD1077156,SKU00890,02-03-2025,Late Delivery,331.17,Approved
RET204211,ORD1018644,SKU00095,06-02-2025,Damaged,188.17,Approved
RET204212,ORD1012698,SKU00289,21-02-2025,Damaged,94.76,Approved
RET204213,ORD1055309,SKU00466,02-05-2025,Quality Issue,603.08,Approved
RET204214,ORD1050943,SKU00356,06-03-2025,Quality Issue,268.38,Approved
RET204215,ORD1039215,SKU00629,14-06-2025,Late Delivery,53.12,Approved
RET204216,ORD1026100,SKU00748,01-04-2025,Quality Issue,144.23,Approved
RET204217,ORD1062744,SKU00532,29-06-2025,Late Delivery,442.94,Approved
RET204218,ORD1075271,SKU00085,14-04-2025,Late Delivery,969.3,Approved
RET204219,ORD1010170,SKU00661,24-03-2025,Late Delivery,487.34,Approved
RET204220,ORD1041247,SKU00105,23-06-2025,Damaged,286.48,Approved
RET204221,ORD1071705,SKU00101,19-01-2025,Changed Mind,243.89,Approved
RET204222,ORD1027360,SKU00558,23-05-2025,Damaged,484.69,Approved
RET204223,ORD1004726,SKU00909,14-05-2025,Quality Issue,165.17,Approved
RET204224,ORD1020677,SKU00260,20-01-2025,Quality Issue,159.01,Approved
RET204225,ORD1012821,SKU00220,24-02-2025,Changed Mind,196.91,Approved
RET204226,ORD1074255,SKU00502,01-03-2025,Missing Item,208.79,Approved
RET204227,ORD1074957,SKU00388,28-03-2025,Quality Issue,412.94,Approved
RET204228,ORD1061570,SKU00816,03-05-2025,Quality Issue,107.65,Rejected
RET204229,ORD1078288,SKU00377,10-05-2025,Changed Mind,469.67,Approved
RET204230,ORD1023264,SKU00504,18-02-2025,Damaged,239.42,Approved
