PO_ID,Vendor_ID,SKU_ID,Store_ID,PO_Date,Expected_Delivery_Date,Actual_Delivery_Date,Supplied_Quantity,Procurement_Cost
PO328474,VEND0052,SKU00565,HYD-04,03-06-2025,09-06-2025,12-06-2025,50,54.4
PO328475,VEND0049,SKU00416,KOL-05,20-04-2025,25-04-2025,26-04-2025,57,95.49
PO328476,VEND0119,SKU00187,PUN-04,23-06-2025,25-06-2025,28-06-2025,64,91.06
PO328477,VEND0120,SKU00504,AHM-02,08-05-2025,14-05-2025,15-05-2025,62,107.95
PO328478,VEND0105,SKU00176,JAI-03,01-03-2025,03-03-2025,03-03-2025,66,31.99
PO328479,VEND0113,SKU00796,KOL-05,28-06-2025,02-07-2025,04-07-2025,51,54
PO328480,VEND0117,SKU00078,koc02,09-05-2025,14-05-2025,14-05-2025,47,29.62
PO328481,VEND0120,SKU01194,MUM-02,22-05-2025,27-05-2025,29-05-2025,57,84.29
PO328482,VEND0025,SKU00805,PUN-03,19-05-2025,25-05-2025,30-05-2025,53,50.79
PO328483,VEND0068,SKU00563,KOL-05,03-05-2025,08-05-2025,08-05-2025,64,135.91
PO328484,VEND0113,SKU00867,MUM-05,25-06-2025,28-06-2025,28-06-2025,55,139.06
PO328485,VEND0059,SKU01100,CHE-05,18-04-2025,23-04-2025,23-04-2025,63,42.6
PO328486,VEND0111,SKU00854,HYD-03,06-06-2025,10-06-2025,10-06-2025,62,65.18
PO328487,VEND0086,SKU00490,HYD-01,13-05-2025,18-05-2025,18-05-2025,46,62.13
PO328488,VEND0020,SKU00060,HYD-02,22-03-2025,24-03-2025,25-03-2025,59,144.38
PO328489,VEND0043,SKU00316,KOL-05,17-03-2025,26-03-2025,02-04-2025,53,81.4
PO328490,VEND0031,SKU00623,BEN-03,04-06-2025,06-06-2025,06-06-2025,57,92.06
PO328491,VEND0090,SKU00635,CHE-03,26-04-2025,01-05-2025,01-05-2025,50,115.15
PO328492,VEND0033,SKU00969,BEN-05,30-06-2025,06-07-2025,07-07-2025,69,45.25
PO328493,VEND0063,SKU00247,JAI-02,19-04-2025,24-04-2025,26-04-2025,59,77.61
PO328494,VEND0040,SKU00436,KOC-01,05-03-2025,11-03-2025,11-03-2025,52,60.71
PO328495,VEND0022,SKU00862,KOL-02,25-05-2025,30-05-2025,30-05-2025,63,104.8
PO328496,VEND0040,SKU-22958,BEN-04,18-03-2025,23-03-2025,23-03-2025,67,43.61
PO328497,VEND0037,SKU00054,PUN-04,08-04-2025,15-04-2025,15-04-2025,58,98.63
PO328498,VEND0088,SKU00329,MUM-02,06-02-2025,14-02-2025,21-02-2025,54,104.89
PO328499,VEND0072,SKU00067,BEN-02,27-04-2025,29-04-2025,29-04-2025,70,135.73
PO328500,VEND0119,SKU00367,CHE-04,15-02-2025,17-02-2025,18-02-2025,54,24.31
PO328501,VEND0083,SKU01140,HYD-02,20-05-2025,24-05-2025,24-05-2025,66,61.98
PO328502,VEND0020,SKU00769,AHM-04,20-04-2025,29-04-2025,02-05-2025,60,31.43
PO328503,VEND0084,SKU00272,KOL-05,26-03-2025,28-03-2025,28-03-2025,59,80.79
PO328504,VEND0010,SKU00425,PUN-05,14-06-2025,17-06-2025,17-06-2025,59,146.46
PO328505,VEND0008,SKU00581,DEL-05,06-02-2025,14-02-2025,14-02-2025,55,209.45
PO328506,VEND0104,SKU00659,CHE-02,15-05-2025,19-05-2025,19-05-2025,65,48.69
PO328507,VEND0053,SKU00629,KOL-05,07-04-2025,14-04-2025,15-04-2025,66,24.42
PO328508,VEND0077,SKU-77986,JAI-03,01-06-2025,06-06-2025,07-06-2025,56,37.97
PO328509,VEND0063,SKU00575,BEN-05,20-04-2025,27-04-2025,27-04-2025,52,55.67
PO328510,VEND0099,SKU01027,AHM-04,19-04-2025,26-04-2025,26-04-2025,61,125.06
PO328511,VEND0094,SKU00825,AHM-02,13-05-2025,20-05-2025,21-05-2025,64,57.04
PO328512,VEND0110,SKU00218,MUM-02,26-05-2025,01-06-2025,02-06-2025,62,133.9
PO328513,VEND0042,SKU00388,AHM-05,20-01-2025,28-01-2025,31-01-2025,58,88.98
PO328514,VEND0120,SKU00306,DEL-03,04-03-2025,08-03-2025,08-03-2025,68,86.17
PO328515,VEND0118,SKU00965,MUM-02,25-04-2025,28-04-2025,28-04-2025,60,184.9
PO328516,VEND0113,SKU00290,del05 ,16-03-2025,18-03-2025,18-03-2025,53,58.11
PO328517,VEND0105,SKU00738,CHE-01,31-03-2025,07-04-2025,18-03-2025,62,85.45
PO328518,VEND0072,SKU00066,PUN-02,06-04-2025,08-04-2025,08-04-2025,52,71.53
PO328519,VEND0111,SKU01181,AHM-02,18-04-2025,20-04-2025,23-04-2025,68,135.19
PO328520,VEND0016,SKU00296,HYD-02,26-02-2025,04-03-2025,04-03-2025,58,96.8
PO328521,VEND0055,SKU00841,BEN-04,05-03-2025,14-03-2025,14-03-2025,65,124.29
PO328522,VEND0103,SKU00360,hyd01,10-05-2025,18-05-2025,18-05-2025,55,125.35
PO328523,VEND0052,SKU00324,CHE-04,16-04-2025,23-04-2025,23-04-2025,59,211.68
PO328524,VEND0080,SKU00162,DEL-02,02-06-2025,08-06-2025,13-06-2025,52,34.34
PO328525,VEND0027,SKU00533,AHM-03,20-06-2025,26-06-2025,28-06-2025,53,152.49
PO328526,VEND0106,SKU00962,KOC-01,27-02-2025,02-03-2025,02-03-2025,52,37.74
PO328527,VEND0030,SKU00213,HYD5 ,20-06-2025,29-06-2025,29-06-2025,57,58.99
PO328528,VEND0011,SKU01099,HYD-04,07-03-2025,12-03-2025,12-03-2025,58,64.22
PO328529,VEND0112,SKU00738,PUN-04,15-02-2025,20-02-2025,20-02-2025,69,78.73
PO328530,VEND0042,SKU01179,AHM-01,08-06-2025,17-06-2025,17-06-2025,61,117.12
PO328531,VEND0015,SKU00901,KOC-02,27-02-2025,03-03-2025,03-03-2025,66,44.44
PO328532,VEND0069,SKU00106,HYD-01,28-02-2025,04-03-2025,07-03-2025,54,45.59
PO328533,VEND0071,SKU00565,KOL-05,14-05-2025,18-05-2025,18-05-2025,91,58.3
PO328534,VEND0048,SKU00921,DEL-05,05-02-2025,08-02-2025,08-02-2025,61,49.38
PO328535,VEND0114,SKU00195,JAI-03,08-06-2025,11-06-2025,13-06-2025,62,328.19
PO328536,VEND0100,SKU00294,CHE-03,18-02-2025,25-02-2025,25-02-2025,62,59.76
PO328537,VEND0011,SKU00225,KOC-03,21-01-2025,24-01-2025,24-01-2025,49,83.13
PO328538,VEND0032,SKU00708,BEN-04,25-01-2025,01-02-2025,01-02-2025,62,63.22
PO328539,VEND0082,SKU00199,MUM-03,02-03-2025,06-03-2025,11-03-2025,59,66.66
PO328540,VEND0002,SKU00462,PUN-01,03-04-2025,09-04-2025,09-04-2025,85,127.7
PO328541,VEND0047,SKU00163,JAI-04,05-01-2025,14-01-2025,14-01-2025,53,100.35
PO328542,VEND0075,SKU00437,KOC-01,20-05-2025,22-05-2025,22-05-2025,64,138.61
PO328543,VEND0114,SKU00844,AHM-03,11-06-2025,14-06-2025,14-06-2025,58,112.27
PO328544,VEND0027,SKU00022,JAI-04,16-06-2025,24-06-2025,24-06-2025,64,22.06
PO328545,VEND0119,SKU01027,JAI-03,04-02-2025,09-02-2025,16-02-2025,65,129.75
PO328546,VEND0114,SKU00803,AHM-05,04-02-2025,12-02-2025,12-02-2025,52,119.09
PO328547,VEND0074,SKU00068,KOL-01,23-02-2025,25-02-2025,25-02-2025,64,133.35
PO328548,VEND0008,SKU00035,HYD-04,15-06-2025,23-06-2025,23-06-2025,66,40.08
PO328549,VEND0045,SKU00356,KOL-03,02-01-2025,09-01-2025,09-01-2025,52,119.81
PO328550,VEND0062,SKU-53765,CHE-03,12-04-2025,15-04-2025,15-04-2025,61,203.3
PO328551,VEND0021,SKU00117,BEN-04,30-05-2025,02-06-2025,02-06-2025,48,61.13
PO328552,VEND0031,SKU00437,MUM-04,25-05-2025,30-05-2025,02-06-2025,70,139.38
PO328553,VEND0032,SKU00426,BEN-03,01-05-2025,10-05-2025,11-05-2025,60,80.16
PO328554,VEND0110,SKU00994,KOL-04,07-02-2025,15-02-2025,15-02-2025,57,46.17
PO328555,VEND0062,SKU00429,KOL-05,21-01-2025,24-01-2025,24-01-2025,52,25.94
PO328556,VEND0026,SKU00315,HYD-05,21-01-2025,05-03-2025,08-03-2025,51,122.66
PO328557,VEND0113,SKU01064,jai03,07-04-2025,11-04-2025,11-04-2025,66,125.72
PO328558,VEND0120,SKU00720,KOC-03,16-02-2025,20-02-2025,23-02-2025,54,21.5
PO328559,VEND0041,SKU00712,PUN-04,28-02-2025,07-03-2025,09-03-2025,64,109.75
PO328560,VEND0088,SKU00391,JAI-03,31-03-2025,04-04-2025,04-04-2025,57,268.62
PO328561,VEND0115,SKU00441,PUN-02,13-02-2025,16-02-2025,16-02-2025,67,45.59
PO328562,VEND0101,SKU00035,CHE-02,30-03-2025,07-04-2025,07-04-2025,62,39.52
PO328563,VEND0019,SKU01023,MUM-01,08-02-2025,15-02-2025,15-02-2025,51,138.33
PO328564,VEND0037,SKU01046,DEL-03,15-01-2025,22-01-2025,22-01-2025,67,42.26
PO328565,VEND0005,SKU00007,DEL-03,27-03-2025,01-04-2025,01-04-2025,61,66.87
PO328566,VEND0112,SKU00982,AHM-03,20-05-2025,25-05-2025,25-05-2025,65,26.96
PO328567,VEND0074,SKU00060,KOL-01,16-03-2025,24-03-2025,24-03-2025,65,154.06
PO328568,VEND0013,SKU00715,JAI-02,05-02-2025,13-02-2025,13-02-2025,51,28.96
PO328569,VEND0021,SKU00315,MUM03,22-02-2025,02-03-2025,03-03-2025,60,122.72
PO328570,VEND0093,SKU00173,KOC-04,21-02-2025,24-02-2025,03-03-2025,57,32.39
PO328571,VEND0006,SKU00527,HYD-01,02-03-2025,10-03-2025,10-03-2025,50,47.02
PO328572,VEND0032,SKU01118,MUM-05,20-06-2025,26-06-2025,27-06-2025,61,126.81
PO328573,VEND0054,SKU00578,KOC-01,17-05-2025,25-05-2025,25-05-2025,44,57.46
PO328574,VEND0118,SKU00905,JAI-01,05-06-2025,10-06-2025,10-06-2025,66,16.93
PO328575,VEND0025,SKU-66076,KOC-01,02-05-2025,11-05-2025,11-05-2025,61,173.76
PO328576,VEND0041,SKU00080,hyd04,04-01-2025,11-01-2025,11-01-2025,59,65.11
PO328577,VEND0020,SKU00353,KOC-01,22-06-2025,26-06-2025,26-06-2025,52,146.79
PO328578,VEND0017,SKU00444,ben04 ,17-03-2025,20-03-2025,27-03-2025,72,90.73
PO328579,VEND0080,SKU00430,KOC-03,06-01-2025,13-01-2025,13-01-2025,53,52.31
PO328580,VEND0095,SKU00978,KOC-01,12-05-2025,15-05-2025,15-05-2025,64,145.42
PO328581,VEND0088,SKU00286,BEN-05,12-05-2025,12-01-2025,12-01-2025,50,20.51
PO328582,VEND0048,SKU00329,MUM-03,05-03-2025,10-03-2025,10-03-2025,56,93.58
PO328583,VEND0061,SKU00937,DEL-02,05-04-2025,11-04-2025,11-04-2025,61,66.68
PO328584,VEND0094,SKU00455,BEN-01,01-06-2025,09-06-2025,09-06-2025,64,64.24
PO328585,VEND0073,SKU00074,MUM-04,21-04-2025,29-04-2025,29-04-2025,65,82.68
PO328586,VEND0037,SKU01032,HYD-05,02-04-2025,04-04-2025,06-04-2025,55,317.16
PO328587,VEND0002,SKU00680,KOL-05,25-06-2025,01-07-2025,01-07-2025,63,243.83
PO328588,VEND0068,SKU01199,HYD-03,31-01-2025,08-02-2025,09-02-2025,66,68.05
PO328589,VEND0064,SKU00060,AHM-04,26-06-2025,30-06-2025,02-07-2025,46,147.6
PO328590,VEND0106,SKU00927,MUM-01,25-02-2025,05-03-2025,05-03-2025,65,168.15
PO328591,VEND0070,SKU00922,DEL-02,18-06-2025,24-06-2025,24-06-2025,53,91.63
PO328592,VEND0030,SKU00737,MUM-05,31-01-2025,05-02-2025,05-02-2025,60,31.74
PO328593,VEND0009,SKU00604,BEN-05,22-04-2025,01-05-2025,01-05-2025,57,36.97
PO328594,VEND0068,SKU00025,BEN-01,14-02-2025,21-02-2025,23-02-2025,44,52.36
PO328595,VEND0020,SKU00117,JAI-01,24-05-2025,27-05-2025,27-05-2025,48,66.48
PO328596,VEND0065,SKU00137,DEL-03,29-03-2025,07-04-2025,07-04-2025,60,178.77
PO328597,VEND0063,SKU00671,HYD-01,26-03-2025,04-04-2025,04-04-2025,62,81.26
PO328598,VEND0060,SKU00065,PUN-05,07-03-2025,16-03-2025,16-03-2025,54,42.56
PO328599,VEND0103,SKU00182,HYD-03,09-02-2025,16-02-2025,16-02-2025,63,35.14
PO328600,VEND0083,SKU00491,KOC-01,01-04-2025,07-04-2025,09-04-2025,55,51.97
PO328601,VEND0101,SKU00117,KOL-02,16-03-2025,23-03-2025,23-03-2025,53,63.56
PO328602,VEND0084,SKU01060,KOC-03,30-04-2025,09-05-2025,09-05-2025,51,57.7
PO328603,VEND0031,SKU00396,HYD-01,01-06-2025,05-06-2025,05-06-2025,52,132.23
PO328604,VEND0059,SKU01021,AHM-04,12-03-2025,16-03-2025,16-03-2025,54,151.18
PO328605,VEND0070,SKU00995,ahm02,26-05-2025,30-05-2025,06-06-2025,51,199.37
PO328606,VEND0073,SKU00967,CHE-04,02-01-2025,05-01-2025,07-01-2025,63,78.64
PO328607,VEND0090,SKU00246,KOC-01,16-02-2025,23-02-2025,23-02-2025,62,60.18
PO328608,VEND0059,SKU00986,DEL5,03-01-2025,08-01-2025,08-01-2025,54,109.02
PO328609,VEND0111,SKU00886,HYD-05,05-01-2025,10-01-2025,11-01-2025,57,159.07
PO328610,VEND0069,SKU00040,MUM-02,01-01-2025,08-01-2025,08-01-2025,57,101.82
PO328611,VEND0090,SKU00464,HYD-03,14-06-2025,17-06-2025,17-06-2025,60,194.15
PO328612,VEND0089,SKU00387,BEN-02,26-02-2025,06-03-2025,06-03-2025,62,115.72
PO328613,VEND0023,SKU01063,JAI-05,29-05-2025,06-03-2025,08-06-2025,67,67.27
PO328614,VEND0070,SKU01186,MUM-02,17-06-2025,19-06-2025,19-06-2025,49,186.25
PO328615,VEND0028,SKU01136,JAI-02,23-03-2025,29-03-2025,30-03-2025,61,282.88
PO328616,VEND0071,SKU00904,KOC2,28-04-2025,07-05-2025,07-05-2025,60,46.29
PO328617,VEND0119,SKU00227,AHM-05,27-05-2025,05-06-2025,08-06-2025,59,181.68
PO328618,VEND0054,SKU00413,AHM-04,29-03-2025,05-04-2025,05-04-2025,58,178.22
PO328619,VEND0002,SKU01014,JAI-03,23-05-2025,28-05-2025,29-05-2025,64,70.88
PO328620,VEND0028,SKU00951,JAI-01,19-04-2025,22-04-2025,22-04-2025,62,83.54
PO328621,VEND0002,SKU00164,MUM-04,28-03-2025,03-04-2025,03-04-2025,65,81.97
PO328622,VEND0030,SKU00556,PUN-04,11-02-2025,19-02-2025,19-02-2025,66,57.39
PO328623,VEND0006,SKU01181,KOC-02,24-03-2025,29-03-2025,30-03-2025,59,133.54
PO328624,VEND0111,SKU-83419,CHE-01,28-05-2025,31-05-2025,31-05-2025,51,11.14
PO328625,VEND0002,SKU01060,BEN-02,17-05-2025,21-05-2025,21-05-2025,59,53.98
PO328626,VEND0021,SKU00391,DEL-02,02-01-2025,07-01-2025,07-01-2025,58,262.92
PO328627,VEND0100,SKU00779,KOL-02,19-06-2025,25-06-2025,25-06-2025,59,36.91
PO328628,VEND0094,SKU00340,BEN-03,02-02-2025,10-02-2025,11-02-2025,59,70.73
PO328629,VEND0098,SKU00600,KOC-01,30-05-2025,08-06-2025,15-06-2025,65,66.67
PO328630,VEND0105,SKU01150,ahm04,04-05-2025,11-05-2025,11-05-2025,72,66.92
PO328631,VEND0046,SKU00615,koc01,04-06-2025,09-06-2025,09-06-2025,69,162.54
PO328632,VEND0111,SKU00527,BEN-04,04-06-2025,11-06-2025,11-06-2025,71,45.66
PO328633,VEND0098,SKU00637,kol01,11-06-2025,16-06-2025,16-06-2025,54,49.46
PO328634,VEND0003,SKU00422,JAI-02,24-06-2025,02-07-2025,04-07-2025,63,27.1
PO328635,VEND0053,SKU00620,HYD-04,24-05-2025,01-06-2025,01-06-2025,57,192.18
PO328636,VEND0057,SKU00620,PUN-01,08-03-2025,11-03-2025,11-03-2025,64,187.57
PO328637,VEND0020,SKU00042,koc01,12-06-2025,18-06-2025,20-06-2025,58,71.41
PO328638,VEND0093,SKU00791,JAI-02,16-03-2025,18-03-2025,18-03-2025,68,55.73
PO328639,VEND0044,SKU00315,PUN-02,27-02-2025,05-03-2025,05-03-2025,62,117.25
PO328640,VEND0072,SKU00984,DEL-03,30-05-2025,08-06-2025,08-06-2025,68,66.82
PO328641,VEND0079,SKU00969,KOC-02,19-06-2025,21-06-2025,23-06-2025,65,47.97
PO328642,VEND0109,SKU00501,MUM-05,05-01-2025,14-01-2025,14-01-2025,68,230.17
PO328643,VEND0007,SKU00536,KOL-04,19-01-2025,23-01-2025,23-01-2025,48,185.2
PO328644,VEND0082,SKU00287,BEN-02,26-05-2025,30-05-2025,30-05-2025,59,192.5
PO328645,VEND0025,SKU00129,JAI-05,22-02-2025,26-02-2025,05-03-2025,47,76.75
PO328646,VEND0025,SKU00295,KOC-02,16-02-2025,23-02-2025,23-02-2025,55,106.33
PO328647,VEND0058,SKU00114,KOC-04,22-04-2025,25-04-2025,25-04-2025,57,98.58
PO328648,VEND0063,SKU-35183,DEL-03,19-05-2025,23-05-2025,23-05-2025,67,92.74
PO328649,VEND0016,SKU00043,MUM-03,24-05-2025,27-05-2025,27-05-2025,63,21.29
PO328650,VEND0050,SKU01080,HYD-03,24-05-2025,12-01-2025,12-01-2025,67,51.54
PO328651,VEND0023,SKU00991,CHE-04,02-05-2025,06-05-2025,06-05-2025,65,66.56
PO328652,VEND0077,SKU01200,HYD-01,20-01-2025,22-01-2025,25-01-2025,64,58.85
PO328653,VEND0104,SKU00226,PUN-01,25-04-2025,01-05-2025,02-05-2025,61,23.98
PO328654,VEND0028,SKU00337,PUN-01,19-02-2025,28-02-2025,07-03-2025,51,145.68
PO328655,VEND0019,SKU00198,MUM-02,17-06-2025,20-06-2025,20-06-2025,63,85.45
PO328656,VEND0013,SKU00202,HYD-03,25-03-2025,27-03-2025,20-06-2025,63,156.21
PO328657,VEND0036,SKU00630,CHE-03,16-01-2025,25-01-2025,27-01-2025,62,48.23
PO328658,VEND0078,SKU00514,DEL-02,01-01-2025,06-01-2025,06-01-2025,58,105.27
PO328659,VEND0028,SKU00574,AHM-03,21-05-2025,27-05-2025,27-05-2025,63,75.35
PO328660,VEND0004,SKU01016,JAI-02,08-05-2025,10-05-2025,10-05-2025,74,156.32
PO328661,VEND0025,SKU00065,BEN-02,01-06-2025,09-06-2025,09-06-2025,38,44.4
PO328662,VEND0057,SKU00959,PUN-05,24-03-2025,29-03-2025,30-03-2025,58,70.46
PO328663,VEND0052,SKU00017,AHM-05,08-02-2025,15-02-2025,15-02-2025,71,111.58
PO328664,VEND0060,SKU00110,MUM-03,13-02-2025,20-02-2025,21-02-2025,50,147.89
PO328665,VEND0015,SKU01166,HYD-02,27-04-2025,01-05-2025,01-05-2025,61,47.04
PO328666,VEND0073,SKU01043,KOC-02,28-02-2025,06-03-2025,06-03-2025,65,183.97
PO328667,VEND0080,SKU00422,AHM-01,18-02-2025,26-02-2025,28-02-2025,64,28.07
PO328668,VEND0096,SKU00369,KOC-01,01-04-2025,04-04-2025,04-04-2025,63,78.35
PO328669,VEND0103,SKU00240,KOC-04,15-04-2025,18-04-2025,18-04-2025,61,83.27
PO328670,VEND0094,SKU00054,JAI-03,04-02-2025,07-04-2025,07-04-2025,54,108.28
PO328671,VEND0112,SKU-28121,MUM-05,06-02-2025,14-02-2025,14-02-2025,75,18.88
PO328672,VEND0032,SKU00387,CHE-03,14-05-2025,19-05-2025,19-05-2025,67,115.18
PO328673,VEND0037,SKU00884,DEL-05,12-03-2025,16-03-2025,19-03-2025,56,14.25
PO328674,VEND0099,SKU00470,KOC-05,12-03-2025,15-02-2025,15-02-2025,64,139.14
PO328675,VEND0054,SKU00263,DEL-05,21-04-2025,25-04-2025,28-04-2025,69,50.94
PO328676,VEND0074,SKU00648,DEL-05,17-02-2025,26-02-2025,26-02-2025,62,126
PO328677,VEND0089,SKU01044,HYD-05,07-06-2025,14-06-2025,14-06-2025,52,45.04
PO328678,VEND0081,SKU00936,BEN-02,01-06-2025,04-06-2025,06-06-2025,52,29.78
PO328679,VEND0060,SKU00019,HYD-02,05-02-2025,08-02-2025,08-02-2025,70,188.89
PO328680,VEND0015,SKU00864,JAI-05,27-06-2025,05-07-2025,05-07-2025,67,100.6
PO328681,VEND0011,SKU00895,PUN-03,28-01-2025,31-01-2025,31-01-2025,66,43.73
PO328682,VEND0018,SKU01119,KOC-04,08-06-2025,10-06-2025,11-06-2025,64,82.52
PO328683,VEND0103,SKU00538,mum05,04-06-2025,06-06-2025,06-06-2025,70,71.1
PO328684,VEND0062,SKU00893,AHM-01,28-06-2025,30-06-2025,30-06-2025,69,24.35
PO328685,VEND0001,SKU00844,DEL-05,29-04-2025,01-05-2025,01-05-2025,58,107.94
PO328686,VEND0034,SKU00691,JAI-04,07-02-2025,13-02-2025,13-02-2025,58,112.46
PO328687,VEND0117,SKU00051,PUN-03,02-06-2025,08-06-2025,09-06-2025,61,80.13
PO328688,VEND0075,SKU00386,BEN-01,18-04-2025,25-04-2025,25-04-2025,63,138.85
PO328689,VEND0068,SKU00909,DEL-01,06-02-2025,12-02-2025,15-02-2025,69,65.98
PO328690,VEND0012,SKU00822,MUM-04,21-04-2025,29-04-2025,29-04-2025,64,14.94
PO328691,VEND0110,SKU00706,KOL-02,15-06-2025,22-06-2025,22-06-2025,57,33.04
PO328692,VEND0030,SKU-43208,CHE-01,22-02-2025,03-03-2025,03-03-2025,66,46.31
PO328693,VEND0067,SKU00446,HYD-04,15-05-2025,23-05-2025,23-05-2025,66,126.07
PO328694,VEND0039,SKU00038,KOC-03,14-02-2025,17-02-2025,18-02-2025,66,85.67
PO328695,VEND0119,SKU00375,AHM-05,15-01-2025,24-01-2025,24-01-2025,53,10.69
PO328696,VEND0087,SKU00072,BEN-05,19-03-2025,23-03-2025,28-03-2025,63,51.67
PO328697,VEND0114,SKU00256,KOL-04,06-02-2025,08-02-2025,08-02-2025,56,12.39
PO328698,VEND0078,SKU00293,PUN-04,21-01-2025,26-01-2025,26-01-2025,54,164.57
PO328699,VEND0031,SKU00572,JAI-03,08-06-2025,13-06-2025,13-06-2025,64,36.64
PO328700,VEND0065,SKU00621,PUN-03,03-03-2025,05-03-2025,06-03-2025,56,151.1
PO328701,VEND0076,SKU01154,PUN-01,17-03-2025,26-03-2025,26-03-2025,58,36.83
PO328702,VEND0103,SKU00963,KOL-01,14-05-2025,22-05-2025,22-05-2025,50,31.49
PO328703,VEND0040,SKU00742,HYD-01,20-01-2025,22-05-2025,23-01-2025,62,116.9
PO328704,VEND0052,SKU00017,MUM-03,10-06-2025,13-06-2025,13-06-2025,47,112.76
PO328705,VEND0002,SKU00873,DEL-03,21-06-2025,26-06-2025,26-06-2025,54,102.22
PO328706,VEND0011,SKU00550,HYD-02,20-05-2025,22-05-2025,23-05-2025,73,77.53
PO328707,VEND0013,SKU00336,KOL-02,08-01-2025,12-01-2025,12-01-2025,64,63.96
PO328708,VEND0086,SKU01095,KOC-03,28-04-2025,01-05-2025,01-05-2025,52,82.88
PO328709,VEND0101,SKU01159,PUN-01,24-04-2025,26-04-2025,26-04-2025,58,122.73
PO328710,VEND0018,SKU00994,AHM-01,17-05-2025,19-05-2025,19-05-2025,61,48.61
PO328711,VEND0054,SKU00493,KOL-05,11-03-2025,20-03-2025,21-03-2025,70,119.56
PO328712,VEND0119,SKU-10549,DEL-03,13-05-2025,16-05-2025,16-05-2025,65,38.03
PO328713,VEND0035,SKU01057,ahm05,17-01-2025,19-01-2025,19-01-2025,70,67.91
PO328714,VEND0047,SKU-42934,HYD-04,07-01-2025,15-01-2025,15-01-2025,62,139.59
PO328715,VEND0011,SKU00096,MUM-02,26-01-2025,30-01-2025,30-01-2025,66,152.86
PO328716,VEND0097,SKU00888,KOL-04,01-04-2025,09-04-2025,10-04-2025,61,71
PO328717,VEND0040,SKU00855,KOL-02,24-04-2025,26-04-2025,26-04-2025,56,131.44
PO328718,VEND0117,SKU00428,BEN-03,15-03-2025,21-03-2025,21-03-2025,69,46.39
PO328719,VEND0024,SKU00005,KOC-05,10-05-2025,12-05-2025,15-05-2025,65,119.29
PO328720,VEND0043,SKU01102,JAI-05,29-01-2025,02-02-2025,09-02-2025,59,67.89
PO328721,VEND0112,SKU00635,AHM-05,18-06-2025,26-06-2025,26-06-2025,56,122.86
PO328722,VEND0118,SKU00424,KOL-04,15-02-2025,20-02-2025,20-02-2025,62,95.02
PO328723,VEND0116,SKU00712,HYD-03,31-05-2025,03-06-2025,10-06-2025,56,107.74
PO328724,VEND0053,SKU01039,BEN-05,06-06-2025,13-06-2025,13-06-2025,68,88.74
PO328725,VEND0085,SKU00908,BEN-01,30-01-2025,01-02-2025,01-02-2025,86,76.63
PO328726,VEND0114,SKU00313,MUM-05,24-03-2025,04-02-2025,04-04-2025,50,111.71
PO328727,VEND0068,SKU00094,MUM-04,17-01-2025,20-01-2025,20-01-2025,59,44.95
PO328728,VEND0064,SKU01190,CHE-05,13-01-2025,17-01-2025,17-01-2025,72,33.57
PO328729,VEND0100,SKU00454,AHM-04,16-03-2025,25-03-2025,25-03-2025,58,48.19
PO328730,VEND0078,SKU00373,DEL-01,31-03-2025,08-04-2025,10-04-2025,61,38.47
PO328731,VEND0100,SKU01134,CHE-03,04-04-2025,11-04-2025,11-04-2025,66,67.56
PO328732,VEND0021,SKU00091,JAI04 ,02-02-2025,08-02-2025,11-02-2025,72,109.29
PO328733,VEND0099,SKU01136,BEN-01,08-03-2025,15-03-2025,17-03-2025,59,275.03
PO328734,VEND0004,SKU00367,BEN-04,01-01-2025,03-01-2025,03-01-2025,53,26.18
PO328735,VEND0020,SKU00322,PUN-04,14-01-2025,22-01-2025,22-01-2025,63,178.39
PO328736,VEND0108,SKU00179,KOL-04,22-03-2025,30-03-2025,30-03-2025,60,47.46
PO328737,VEND0018,SKU00381,PUN-02,04-04-2025,08-04-2025,15-04-2025,60,39.89
PO328738,VEND0047,SKU00550,DEL-04,02-03-2025,07-03-2025,07-03-2025,62,73.3
PO328739,VEND0048,SKU00088,MUM-05,15-04-2025,24-04-2025,24-04-2025,56,40.21
PO328740,VEND0090,SKU01016,CHE-05,22-01-2025,29-01-2025,29-01-2025,60,164.16
PO328741,VEND0105,SKU00375,CHE-02,30-06-2025,03-07-2025,03-07-2025,56,11.25
PO328742,VEND0052,SKU00377,AHM-03,26-02-2025,28-02-2025,28-02-2025,58,109.26
PO328743,VEND0019,SKU01132,KOC-03,02-06-2025,06-06-2025,07-06-2025,56,83.08
PO328744,VEND0104,SKU00951,CHE-03,27-06-2025,03-07-2025,03-07-2025,58,76.11
PO328745,VEND0070,SKU00018,CHE-01,26-06-2025,28-06-2025,28-06-2025,54,33.86
PO328746,VEND0009,SKU00308,DEL-01,29-05-2025,07-06-2025,07-06-2025,56,107.57
PO328747,VEND0084,SKU00036,MUM-03,31-01-2025,03-02-2025,10-02-2025,56,65.57
PO328748,VEND0112,SKU00462,AHM-05,07-01-2025,13-01-2025,16-01-2025,57,130.58
PO328749,VEND0022,SKU00592,JAI-05,14-05-2025,22-05-2025,22-05-2025,59,80.35
PO328750,VEND0083,SKU01011,KOL-01,01-05-2025,10-05-2025,15-05-2025,60,126.41
PO328751,VEND0020,SKU01100,PUN-04,28-03-2025,04-06-2025,06-04-2025,61,45.53
